Date,Risk_Free_Rate
2000-01-03,0.00021173342623526104
2000-01-04,0.0002098515379793664
2000-01-05,0.0002102279867355339
2000-01-06,0.00020909853376172016
2000-01-07,0.0002079687605724967
2000-01-10,0.00020947505365698227
2000-01-11,0.0002098515379793664
2000-01-12,0.00021060439993259017
2000-01-13,0.00020909853376172016
2000-01-14,0.00020909853376172016
2000-01-17,0.00021244284747679032
2000-01-18,0.00021474260011022928
2000-01-19,0.0002128621327464053
2000-01-20,0.00021173342623526104
2000-01-21,0.0002113571196757924
2000-01-24,0.00021436657762152755
2000-01-25,0.00021511858712019993
2000-01-26,0.00021549453865810086
2000-01-27,0.00021587045473081545
2000-01-28,0.00021812520677255698
2000-01-31,0.00022225560827449087
2000-02-01,0.0002203786837533528
2000-02-02,0.00021850087477615077
2000-02-03,0.00021737376450348123
2000-02-04,0.000218876507368293
2000-02-07,0.00022075413938749122
2000-02-08,0.00021962766634398
2000-02-09,0.00021850087477615077
2000-02-10,0.000218876507368293
2000-02-11,0.00021850087477615077
2000-02-14,0.00021925210455520094
2000-02-15,0.00022188029408676258
2000-02-16,0.0002211295596499241
2000-02-17,0.00022150494454731273
2000-02-18,0.00022188029408676258
2000-02-21,0.000223227757957023
2000-02-22,0.00022450675139285003
2000-02-23,0.00022450675139285003
2000-02-24,0.00022413164917400863
2000-02-25,0.00022338133879551414
2000-02-28,0.0002237565116438578
2000-02-29,0.00022300613062231633
2000-03-01,0.00022225560827449087
2000-03-02,0.00022225560827449087
2000-03-03,0.00022338133879551414
2000-03-06,0.00022563184624613264
2000-03-07,0.00022488181830659926
2000-03-08,0.00022488181830659926
2000-03-09,0.00022450675139285003
2000-03-10,0.00022638173304612152
2000-03-13,0.00022713147875985662
2000-03-14,0.00022638173304612152
2000-03-15,0.00022563184624613264
2000-03-16,0.00022638173304612152
2000-03-17,0.00022713147875985662
2000-03-20,0.00022937986991400372
2000-03-21,0.00022788108344018454
2000-03-22,0.00022788108344018454
2000-03-23,0.0002275062987258103
2000-03-24,0.00022788108344018454
2000-03-27,0.00022675662353544013
2000-03-28,0.00022675662353544013
2000-03-29,0.00022713147875985662
2000-03-30,0.00022675662353544013
2000-03-31,0.00022675662353544013
2000-04-03,0.00022638173304612152
2000-04-04,0.00022488181830659926
2000-04-05,0.00022600680728523947
2000-04-06,0.00022675662353544013
2000-04-07,0.0002275062987258103
2000-04-10,0.00022563184624613264
2000-04-11,0.00022488181830659926
2000-04-12,0.00022488181830659926
2000-04-13,0.00022413164917400863
2000-04-14,0.00022413164917400863
2000-04-17,0.00022450675139285003
2000-04-18,0.00022413164917400863
2000-04-19,0.00022413164917400863
2000-04-20,0.00022338133879551414
2000-04-21,0.00022337245656922633
2000-04-24,0.0002237565116438578
2000-04-25,0.00022338133879551414
2000-04-26,0.00022188029408676258
2000-04-27,0.00022188029408676258
2000-04-28,0.00022450675139285003
2000-05-01,0.00023125256064071564
2000-05-02,0.0002282558329096407
2000-05-03,0.00022788108344018454
2000-05-04,0.0002275062987258103
2000-05-05,0.0002301290518136323
2000-05-08,0.00023836077019145918
2000-05-09,0.00023649141767001503
2000-05-10,0.00023649141767001503
2000-05-11,0.00023649141767001503
2000-05-12,0.00023649141767001503
2000-05-15,0.00024060283631732737
2000-05-16,0.00023873453548994839
2000-05-17,0.00023312437173461653
2000-05-18,0.0002282558329096407
2000-05-19,0.00022713147875985662
2000-05-22,0.0002316269932034487
2000-05-23,0.0002316269932034487
2000-05-24,0.0002282558329096407
2000-05-25,0.00022563184624613264
2000-05-26,0.00022488181830659926
2000-05-29,0.0002279834932357172
2000-05-30,0.00022638173304612152
2000-05-31,0.00021737376450348123
2000-06-01,0.00022150494454731273
2000-06-02,0.00022638173304612152
2000-06-05,0.00023050358995235776
2000-06-06,0.0002308780928923504
2000-06-07,0.0002282558329096407
2000-06-08,0.00022788108344018454
2000-06-09,0.0002282558329096407
2000-06-12,0.00022863054714061803
2000-06-13,0.00022675662353544013
2000-06-14,0.00022450675139285003
2000-06-15,0.00022525684992213968
2000-06-16,0.00022488181830659926
2000-06-19,0.00022525684992213968
2000-06-20,0.00022338133879551414
2000-06-21,0.00022413164917400863
2000-06-22,0.00022525684992213968
2000-06-23,0.00022600680728523947
2000-06-26,0.00022450675139285003
2000-06-27,0.00022488181830659926
2000-06-28,0.00022413164917400863
2000-06-29,0.00022563184624613264
2000-06-30,0.00022675662353544013
2000-07-03,0.00023125256064071564
2000-07-04,0.00023185774105716206
2000-07-05,0.0002308780928923504
2000-07-06,0.000232001390587655
2000-07-07,0.0002327500798466886
2000-07-10,0.00023499530402326663
2000-07-11,0.00023499530402326663
2000-07-12,0.00023761313440817666
2000-07-13,0.00023798696983301504
2000-07-14,0.00023761313440817666
2000-07-17,0.000236865358333338
2000-07-18,0.00023723926391050476
2000-07-19,0.00023798696983301504
2000-07-20,0.00023798696983301504
2000-07-21,0.00023611744191387452
2000-07-24,0.00023910826573558808
2000-07-25,0.00023873453548994839
2000-07-26,0.00023798696983301504
2000-07-27,0.00023948196093437346
2000-07-28,0.00023873453548994839
2000-07-31,0.000241349911460631
2000-08-01,0.00024060283631732737
2000-08-02,0.00024060283631732737
2000-08-03,0.00023985562109318792
2000-08-04,0.00023985562109318792
2000-08-07,0.00024172339651817865
2000-08-08,0.000240976391395753
2000-08-09,0.00024060283631732737
2000-08-10,0.00024060283631732737
2000-08-11,0.0002420968465752793
2000-08-14,0.000241349911460631
2000-08-15,0.00024172339651817865
2000-08-16,0.000241349911460631
2000-08-17,0.000241349911460631
2000-08-18,0.000241349911460631
2000-08-21,0.00024247026163837226
2000-08-22,0.00024172339651817865
2000-08-23,0.0002420968465752793
2000-08-24,0.0002420968465752793
2000-08-25,0.00024284364171411887
2000-08-28,0.00024321698680918047
2000-08-29,0.00024284364171411887
2000-08-30,0.00024321698680918047
2000-08-31,0.00024284364171411887
2000-09-01,0.000241349911460631
2000-09-04,0.0002415772715533837
2000-09-05,0.000241349911460631
2000-09-06,0.00023910826573558808
2000-09-07,0.00023873453548994839
2000-09-08,0.00023649141767001503
2000-09-11,0.00023536938509716165
2000-09-12,0.0002346211878303528
2000-09-13,0.0002346211878303528
2000-09-14,0.00023649141767001503
2000-09-15,0.00023649141767001503
2000-09-18,0.000236865358333338
2000-09-19,0.00023761313440817666
2000-09-20,0.00023723926391050476
2000-09-21,0.00023723926391050476
2000-09-22,0.00023723926391050476
2000-09-25,0.00023798696983301504
2000-09-26,0.00023798696983301504
2000-09-27,0.00023873453548994839
2000-09-28,0.00024060283631732737
2000-09-29,0.00023985562109318792
2000-10-02,0.000241349911460631
2000-10-03,0.0002402292462186928
2000-10-04,0.0002402292462186928
2000-10-05,0.00024060283631732737
2000-10-06,0.0002402292462186928
2000-10-09,0.000240964649300901
2000-10-10,0.000241349911460631
2000-10-11,0.00023985562109318792
2000-10-12,0.00023836077019145918
2000-10-13,0.00023836077019145918
2000-10-16,0.00024172339651817865
2000-10-17,0.00024247026163837226
2000-10-18,0.00024247026163837226
2000-10-19,0.00024321698680918047
2000-10-20,0.00024284364171411887
2000-10-23,0.00024396357208300579
2000-10-24,0.00024433681227487014
2000-10-25,0.00024582942356277115
2000-10-26,0.00024471001751225074
2000-10-27,0.00024433681227487014
2000-10-30,0.00024582942356277115
2000-10-31,0.0002454563231495399
2000-11-01,0.0002450831878015869
2000-11-02,0.0002450831878015869
2000-11-03,0.0002454563231495399
2000-11-06,0.00024694851525808303
2000-11-07,0.00024694851525808303
2000-11-08,0.0002465755196103814
2000-11-09,0.00024620248904749786
2000-11-10,0.0002450831878015869
2000-11-13,0.00024582942356277115
2000-11-14,0.0002450831878015869
2000-11-15,0.0002454563231495399
2000-11-16,0.00024433681227487014
2000-11-17,0.00024433681227487014
2000-11-20,0.00024471001751225074
2000-11-21,0.00024471001751225074
2000-11-22,0.00024471001751225074
2000-11-23,0.00024488671532352235
2000-11-24,0.00024471001751225074
2000-11-27,0.00024359029692999634
2000-11-28,0.00024172339651817865
2000-11-29,0.0002402292462186928
2000-11-30,0.00023910826573558808
2000-12-01,0.00023985562109318792
2000-12-04,0.000236865358333338
2000-12-05,0.00023424703651153678
2000-12-06,0.0002346211878303528
2000-12-07,0.00023536938509716165
2000-12-08,0.0002346211878303528
2000-12-11,0.00023424703651153678
2000-12-12,0.00023349862847021896
2000-12-13,0.00023349862847021896
2000-12-14,0.00023349862847021896
2000-12-15,0.000232001390587655
2000-12-18,0.00022937986991400372
2000-12-19,0.00022863054714061803
